City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Dwarka,IN,22.2394,68.9678,82.35,83,100,23.78,overcast clouds
350,Ribeira Grande,PT,38.5167,-28.7,70.57,87,9,7.36,clear sky
351,Benghazi,LY,32.1167,20.0667,80.92,76,0,13.15,clear sky
352,Anta,IN,25.15,76.3,77.65,94,100,10.13,light rain
353,Bac Lieu,VN,9.285,105.7244,76.23,94,100,19.84,overcast clouds
354,Vestmannaeyjar,IS,63.4427,-20.2734,53.4,92,27,12.8,scattered clouds
355,Kismayo,SO,-0.3582,42.5454,75.29,76,67,16.46,broken clouds
356,Pangody,RU,65.85,74.4859,52.12,66,16,17.13,few clouds
357,Samarai,PG,-10.6167,150.6667,80.02,85,50,14.29,scattered clouds
358,Vila Do Maio,CV,15.1333,-23.2167,77.79,80,100,8.23,overcast clouds
359,Hamilton,US,39.1834,-84.5333,83.03,82,56,5.32,broken clouds
360,Margate,GB,51.3813,1.3862,60.91,85,100,1.01,overcast clouds
361,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,22,0,12.66,clear sky
362,Preeceville,CA,51.95,-102.6677,79.5,33,95,4.81,overcast clouds
363,Grebenskaya,RU,43.5317,46.3733,62.53,72,0,4.14,clear sky
364,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,93,90,16.11,overcast clouds
365,La Rioja,ES,42.25,-2.5,65.05,91,0,2.75,clear sky
366,Algiers,DZ,36.7525,3.042,76.82,89,75,8.05,mist
367,Llallagua,BO,-18.4167,-66.6333,40.46,37,66,4.27,broken clouds
368,Toora-Khem,RU,52.4675,96.11,61.05,57,55,3.06,broken clouds
369,Roma,US,43.2128,-75.4557,68.65,94,90,0.0,overcast clouds
370,Keningau,MY,5.3378,116.1602,81.05,70,99,2.55,overcast clouds
371,Balikpapan,ID,-1.2675,116.8289,82.38,74,97,7.05,overcast clouds
372,Kampot,KH,10.6167,104.1833,78.85,87,100,13.78,overcast clouds
373,San Patricio,US,28.017,-97.5169,86.41,69,100,9.26,overcast clouds
374,Wajima,JP,37.4,136.9,84.88,69,40,4.61,scattered clouds
375,Mount Isa,AU,-20.7333,139.5,82.17,24,5,9.22,clear sky
376,Buin,CL,-33.7333,-70.75,59.74,34,0,2.64,clear sky
377,Lata,PT,40.1629,-8.3327,61.81,99,39,1.83,scattered clouds
378,Tambacounda,SN,13.7539,-13.7586,80.65,83,0,2.3,clear sky
379,Peniche,PT,39.3558,-9.3811,64.62,90,3,14.9,clear sky
380,Ifakara,TZ,-8.1333,36.6833,61.92,82,1,1.72,clear sky
381,Pietarsaari,FI,63.65,22.6833,61.9,92,100,5.14,overcast clouds
382,Yar-Sale,RU,66.8333,70.8333,50.65,90,94,16.98,overcast clouds
383,Sisimiut,GL,66.9395,-53.6735,48.09,77,89,3.98,overcast clouds
384,Belaya Gora,RU,68.5333,146.4167,56.55,41,33,4.76,scattered clouds
385,Lundazi,ZM,-12.2929,33.1782,56.28,69,1,9.37,clear sky
386,Le Port,RE,-20.9373,55.2919,68.0,78,12,6.06,few clouds
387,Hambantota,LK,6.1241,81.1185,77.34,100,20,8.05,few clouds
388,Geraldton,AU,-28.7667,114.6,64.81,72,75,23.02,broken clouds
389,Mokhsogollokh,RU,61.4681,128.9203,69.1,48,6,7.65,clear sky
390,Gunjur,GM,13.2019,-16.7339,78.87,89,40,0.0,scattered clouds
391,Guamuchil,MX,25.4667,-108.1,90.75,80,1,4.63,clear sky
392,Marsa Matruh,EG,31.3525,27.2453,75.4,88,0,8.05,clear sky
393,Bonavista,CA,48.6499,-53.1147,62.11,77,24,13.96,few clouds
394,Great Yarmouth,GB,52.6083,1.7305,59.23,78,100,8.75,overcast clouds
395,Vanino,RU,49.0869,140.2543,75.76,90,100,0.87,overcast clouds
396,Bojnurd,IR,37.4747,57.329,66.15,82,75,4.61,broken clouds
397,Saint George,US,37.1041,-113.5841,97.39,30,40,11.01,scattered clouds
398,Severo-Kurilsk,RU,50.6789,156.125,62.35,87,93,4.05,overcast clouds
399,Lujiang,CN,31.2581,117.2817,84.25,73,1,3.69,clear sky
400,Navalmoral De La Mata,ES,39.8916,-5.5406,69.48,40,0,4.05,clear sky
401,Aripuana,BR,-9.1667,-60.6333,65.35,49,0,3.04,clear sky
402,Yumen,CN,40.2833,97.2,85.21,16,0,20.78,clear sky
403,Saldanha,ZA,-33.0117,17.9442,52.41,84,4,4.54,clear sky
404,Lida,BY,53.8833,25.2997,60.76,88,33,5.26,scattered clouds
405,Mocuba,MZ,-16.8392,36.9856,58.82,96,54,1.81,broken clouds
406,Touros,BR,-5.1989,-35.4608,76.1,84,50,11.83,scattered clouds
407,Talavera,PH,15.6167,120.9333,84.25,78,100,8.28,overcast clouds
408,Zarichne,UA,51.8126,26.129,64.58,76,46,5.59,scattered clouds
409,Imbituba,BR,-28.24,-48.6703,48.81,68,0,8.3,clear sky
410,Batemans Bay,AU,-35.7167,150.1833,60.1,29,0,4.72,clear sky
411,Gasa,PS,31.5,34.4667,76.98,75,0,6.44,clear sky
412,Elektrogorsk,RU,55.8794,38.7919,68.34,86,87,3.78,overcast clouds
413,Sinnamary,GF,5.3833,-52.95,78.19,84,6,5.79,clear sky
414,Kaifeng,CN,34.7911,114.3483,81.46,71,1,9.98,clear sky
415,Lamu,KE,-2.2717,40.902,75.42,75,41,14.79,scattered clouds
416,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,75,5.75,broken clouds
417,Semey,KZ,50.4111,80.2275,61.02,55,0,4.47,clear sky
418,Suntar,RU,62.1444,117.6319,72.75,32,50,6.53,scattered clouds
419,Flagstaff,US,35.1981,-111.6513,73.06,86,90,11.01,light rain
420,Parry Sound,CA,45.3501,-80.033,69.91,88,0,12.73,clear sky
421,Dunedin,NZ,-45.8742,170.5036,48.79,87,64,17.0,broken clouds
422,Tiarei,PF,-17.5333,-149.3333,80.01,75,72,3.29,broken clouds
423,Yerbogachen,RU,61.2767,108.0108,73.83,36,4,10.09,clear sky
424,Bridgton,US,44.0548,-70.7128,63.73,97,100,5.08,heavy intensity rain
425,Temerloh,MY,3.4483,102.4176,79.16,78,100,0.89,overcast clouds
426,Port Macquarie,AU,-31.4333,152.9167,66.38,38,0,7.63,clear sky
427,Flin Flon,CA,54.7682,-101.865,70.2,59,38,3.53,scattered clouds
428,Nador,MA,35.174,-2.9287,77.07,94,40,4.61,scattered clouds
429,Japura,ID,-0.3167,102.35,83.19,53,96,3.94,overcast clouds
430,Russell,US,32.3502,-85.1999,88.83,87,1,0.0,clear sky
431,Totma,RU,59.9747,42.7642,56.88,97,15,5.59,few clouds
432,Wageningen,NL,51.9667,5.6667,57.85,86,90,5.75,overcast clouds
433,Qasigiannguit,GL,68.8193,-51.1922,48.45,88,89,0.76,overcast clouds
434,Diego De Almagro,CL,-26.3667,-70.05,57.45,16,2,2.48,clear sky
435,Qiongshan,CN,20.0058,110.3542,85.98,79,0,4.47,clear sky
436,Dombarovskiy,RU,50.7587,59.5386,65.73,42,99,8.63,overcast clouds
437,Waipawa,NZ,-41.4122,175.5153,58.46,62,3,4.54,clear sky
438,Ossora,RU,59.2353,163.0719,52.66,82,100,4.72,overcast clouds
439,Kirensk,RU,57.7853,108.1119,77.29,36,12,8.72,few clouds
440,North Battleford,CA,52.7834,-108.2847,69.89,73,1,11.5,clear sky
441,Manado,ID,1.487,124.8455,88.57,62,20,2.3,few clouds
442,Coihaique,CL,-45.5752,-72.0662,40.95,93,90,4.61,moderate rain
443,Stornoway,GB,58.2093,-6.3865,59.94,94,90,2.3,overcast clouds
444,Buritis,BR,-15.6178,-46.4233,64.18,36,0,4.27,clear sky
445,Tilichiki,RU,60.4667,166.1,58.01,44,29,4.16,scattered clouds
446,Kyzyl-Suu,KG,42.3414,78.0056,62.8,77,100,6.55,overcast clouds
447,Port-Cartier,CA,50.0334,-66.8654,61.02,91,100,4.72,overcast clouds
448,Hun,LY,29.1268,15.9477,76.78,46,0,6.24,clear sky
449,Amapa,BR,1.0,-52.0,71.08,99,36,0.56,scattered clouds
450,Lasa,IT,46.6166,10.7002,61.68,95,4,2.08,clear sky
451,Firozpur Jhirka,IN,27.8,76.95,82.02,82,98,2.28,overcast clouds
452,Nichinan,JP,31.6,131.3667,88.75,59,43,1.88,scattered clouds
453,Senneterre,CA,48.3835,-77.2328,59.22,91,89,11.07,overcast clouds
454,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,66.79,100,75,4.47,broken clouds
455,Piterka,RU,50.6803,47.4454,70.75,67,16,7.78,few clouds
456,Sorland,NO,67.667,12.6934,50.45,86,36,25.03,scattered clouds
457,Phuket,TH,8.0,98.25,82.09,88,75,17.27,light rain
458,Faanui,PF,-16.4833,-151.75,78.08,76,36,10.0,light rain
459,Santa Fe,AR,-31.6333,-60.7,47.01,65,0,1.99,clear sky
460,Emerald,AU,-23.5333,148.1667,71.74,37,0,8.05,clear sky
461,Miyazu,JP,35.5333,135.1833,86.2,62,12,4.94,few clouds
462,Khandyga,RU,62.6667,135.6,69.96,37,47,4.61,scattered clouds
463,Sinjar,IQ,36.3209,41.8754,86.49,32,4,4.68,clear sky
464,Veraval,IN,20.9,70.3667,82.08,84,100,20.89,overcast clouds
465,Bat Yam,IL,32.0231,34.7503,81.64,81,20,6.91,few clouds
466,Panguipulli,CL,-39.6333,-72.3333,43.66,94,6,2.37,clear sky
467,San Carlos De Bariloche,AR,-41.1456,-71.3082,38.44,64,0,3.44,clear sky
468,Magistralnyy,RU,56.1725,107.4458,78.39,41,0,4.74,clear sky
469,Makhachkala,RU,42.9764,47.5024,67.98,51,0,7.7,clear sky
470,Bilibino,RU,68.0546,166.4372,43.88,50,78,10.54,broken clouds
471,Saint-Joseph,RE,-21.3667,55.6167,66.58,81,57,15.7,light rain
472,Jacqueville,CI,5.2052,-4.4146,75.11,86,26,7.36,scattered clouds
473,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,10.36,few clouds
474,Alberton,CA,46.8168,-64.0654,66.33,59,100,14.0,overcast clouds
475,Tazovskiy,RU,67.4667,78.7,54.57,88,72,13.78,broken clouds
476,Storsteinnes,NO,69.2408,19.2344,48.2,71,100,4.94,overcast clouds
477,Bronnoysund,NO,65.4625,12.1997,55.4,88,90,12.66,overcast clouds
478,Tanout,NE,14.9709,8.8879,82.27,58,62,9.75,broken clouds
479,Bubaque,GW,11.2833,-15.8333,78.48,85,100,15.23,moderate rain
480,Komsomolskiy,UZ,40.4272,71.7189,79.52,24,90,4.61,overcast clouds
481,Carballo,ES,43.213,-8.691,63.91,92,97,2.42,overcast clouds
482,Gushi,CN,34.6425,109.5843,91.65,33,0,5.48,clear sky
483,Yongan,CN,39.6957,113.6871,76.75,59,6,7.76,clear sky
484,Rio Brilhante,BR,-21.8019,-54.5464,42.6,43,18,6.38,few clouds
485,Vanimo,PG,-2.6741,141.3028,85.03,70,98,3.96,overcast clouds
486,Grants,US,35.1473,-107.8514,73.63,46,1,5.75,clear sky
487,Walvis Bay,NA,-22.9575,14.5053,52.75,76,0,4.61,clear sky
488,Kayes,ML,14.0,-11.0,74.88,91,100,3.4,overcast clouds
489,Tolaga Bay,NZ,-38.3667,178.3,57.72,67,0,7.52,clear sky
490,Eureka,US,40.8021,-124.1637,65.19,74,44,3.0,scattered clouds
491,Klaksvik,FO,62.2266,-6.589,52.72,89,100,16.84,overcast clouds
492,Morondava,MG,-20.2833,44.2833,69.42,62,30,4.63,scattered clouds
493,Yelandur,IN,12.0667,77.0333,70.95,75,100,10.51,overcast clouds
494,Kodinsk,RU,58.6881,99.1844,62.65,78,100,3.49,overcast clouds
495,Kalmunai,LK,7.4167,81.8167,82.2,70,50,4.14,scattered clouds
496,Cabedelo,BR,-6.9811,-34.8339,74.07,82,100,9.91,overcast clouds
497,Auki,SB,-8.7676,160.7034,86.31,63,5,2.8,clear sky
498,Pio Ix,BR,-6.8375,-40.5792,72.63,46,24,4.41,few clouds
499,Suez,EG,29.9737,32.5263,76.23,63,0,5.44,clear sky
500,Zhezkazgan,KZ,47.8043,67.7144,66.47,53,0,9.35,clear sky
501,College,US,64.8569,-147.8028,70.0,60,75,0.0,broken clouds
502,Naliya,IN,23.2667,68.8333,81.82,82,100,22.39,overcast clouds
503,Norrtalje,SE,59.758,18.705,60.03,93,29,5.73,scattered clouds
504,Kallithea,GR,37.95,23.7,90.41,38,0,1.99,clear sky
505,Sturgis,US,41.7992,-85.4192,76.14,54,1,6.91,clear sky
506,Sotouboua,TG,8.5667,0.9833,71.38,79,92,1.79,overcast clouds
507,Bambanglipuro,ID,-7.95,110.2833,81.63,74,60,9.35,broken clouds
508,Anloga,GH,5.7947,0.8973,77.22,87,12,9.53,few clouds
509,Kamogawa,JP,35.1,140.1,86.13,80,37,8.12,scattered clouds
510,Illora,ES,37.2877,-3.8811,74.59,65,0,0.0,clear sky
511,Acapulco,MX,16.8634,-99.8901,85.82,66,75,4.61,broken clouds
512,Warrensburg,US,38.7628,-93.7361,89.67,66,1,3.0,clear sky
513,Nouadhibou,MR,20.931,-17.0347,67.98,94,75,11.5,broken clouds
514,Danilovka,RU,50.3557,44.1168,68.0,80,66,6.24,broken clouds
515,The Pas,CA,53.8251,-101.2541,75.22,69,75,7.16,broken clouds
516,Guangyuan,CN,32.442,105.823,85.48,69,35,1.45,scattered clouds
517,Nehe,CN,48.4833,124.8333,78.75,73,15,5.5,few clouds
518,Khasan,RU,42.4308,130.6434,81.43,77,100,5.26,overcast clouds
519,Kharp,RU,66.8014,65.8081,47.77,92,100,12.86,light rain
520,Pak Chong,TH,14.708,101.4161,80.19,75,100,12.12,overcast clouds
521,Manaure,CO,11.7751,-72.4445,83.25,72,63,17.2,broken clouds
522,Kyshtovka,RU,56.555,76.6271,55.96,67,68,6.13,broken clouds
523,Grand-Santi,GF,4.25,-54.3833,72.82,99,100,2.26,overcast clouds
524,Itaituba,BR,-4.2761,-55.9836,78.06,45,54,1.9,broken clouds
525,Meulaboh,ID,4.1363,96.1285,79.84,80,99,2.46,overcast clouds
526,Shingu,JP,33.7333,135.9833,88.79,59,0,5.39,clear sky
527,Americus,US,32.0724,-84.2327,85.01,87,1,0.0,clear sky
528,Ginir,ET,7.1333,40.7,57.61,76,96,10.31,overcast clouds
529,Cayenne,GF,4.9333,-52.3333,77.09,89,0,0.0,clear sky
530,Apodi,BR,-5.6642,-37.7989,75.0,78,50,5.28,scattered clouds
531,Dawson Creek,CA,55.7666,-120.2362,78.44,34,1,8.05,clear sky
532,Benemerito De Las Americas,MX,16.5167,-90.6439,72.52,98,100,3.56,overcast clouds
533,Sao Sebastiao,BR,-23.76,-45.4097,50.92,75,67,4.94,broken clouds
534,Fukue,JP,32.6881,128.8419,84.56,74,75,6.91,broken clouds
535,Broome,US,42.2506,-75.833,70.61,94,75,1.01,broken clouds
536,Labuhan,ID,-6.8844,112.2051,83.7,64,39,6.49,scattered clouds
537,Namibe,AO,-15.1961,12.1522,63.7,80,1,1.16,clear sky
538,Verkh-Usugli,RU,52.7,115.1667,63.66,69,84,7.31,broken clouds
539,Floresta,BR,-8.6011,-38.5686,74.7,57,59,8.84,broken clouds
540,Novo Cruzeiro,BR,-17.4681,-41.8753,60.39,93,100,5.95,overcast clouds
541,Cotonou,BJ,6.3654,2.4183,76.98,88,20,8.05,few clouds
542,Harper,LR,4.375,-7.7169,75.52,86,100,5.39,overcast clouds
543,Aksay,RU,47.26,39.87,72.25,46,64,5.99,broken clouds
544,Madimba,TZ,-10.4,40.3333,66.78,88,3,9.4,clear sky
545,Olden,NO,61.8364,6.8064,64.27,91,87,3.8,overcast clouds
546,Dzhebariki-Khaya,RU,62.2167,135.8,70.14,37,8,4.05,clear sky
547,Maraa,BR,-1.8333,-65.3667,72.64,94,86,1.48,overcast clouds
548,Saint-Augustin,CA,51.226,-58.6502,53.47,74,35,7.23,scattered clouds
549,Utete,TZ,-7.986,38.758,64.74,93,0,2.64,clear sky
550,Tinskoy,RU,56.1525,96.9161,62.49,72,81,4.32,broken clouds
551,Rocha,UY,-34.4833,-54.3333,39.15,84,6,4.83,clear sky
552,Kargasok,RU,59.0556,80.8572,57.4,69,72,8.01,broken clouds
553,Pedra,BR,-8.4969,-36.9408,63.21,79,38,2.66,scattered clouds
554,San Cristobal,VE,7.7669,-72.225,75.38,97,51,4.36,broken clouds
555,Poronaysk,RU,49.2167,143.1167,80.22,65,99,9.93,moderate rain
556,Lulea,SE,65.5842,22.1547,59.07,88,90,5.75,overcast clouds
557,Lensk,RU,60.7253,114.9278,74.8,29,12,10.78,few clouds
558,Phan Thiet,VN,10.9333,108.1,83.8,72,91,13.69,overcast clouds
559,Suba,PH,10.8438,121.0102,84.42,76,94,16.26,overcast clouds
560,Campos Novos,BR,-27.4017,-51.225,28.8,91,0,0.6,clear sky
561,Arona,ES,28.0996,-16.681,66.83,77,20,12.66,few clouds
562,Abeche,TD,13.8292,20.8324,75.09,83,96,7.72,overcast clouds
563,Aklavik,CA,68.2191,-135.0107,67.03,52,100,9.44,overcast clouds
564,Svetlyy,RU,54.675,20.1347,60.85,74,1,11.01,clear sky
565,Varkkallai,IN,8.7341,76.7067,78.58,84,99,10.27,overcast clouds
566,Sucua,EC,-2.4667,-78.1667,67.26,99,100,0.83,light rain
567,Hinton,CA,53.4001,-117.5857,86.11,56,44,5.03,scattered clouds
568,Nishihara,JP,26.1842,127.7558,85.66,89,75,6.91,broken clouds
569,Beringovskiy,RU,63.05,179.3167,42.51,90,100,11.34,light rain
570,San Pedro,PH,14.35,121.0167,88.32,79,75,6.91,broken clouds
571,Ahome,MX,25.9167,-109.1833,91.15,71,5,10.0,clear sky
572,Mirabad,AF,30.4362,61.8383,83.25,29,17,28.97,few clouds
573,Itarema,BR,-2.9248,-39.9167,77.72,86,46,9.28,scattered clouds
574,Guatire,VE,10.4762,-66.5427,77.5,96,100,4.7,overcast clouds
575,Tuzha,RU,57.6062,47.936,60.67,98,88,6.87,overcast clouds
576,Sao Filipe,CV,14.8961,-24.4956,75.16,79,52,6.93,broken clouds
577,Rantepao,ID,-2.9701,119.8978,78.91,68,99,3.22,light rain
578,Saint Anthony,US,45.0205,-93.218,77.67,62,90,1.01,haze
579,Mehran,IR,33.1222,46.1646,81.88,20,0,4.68,clear sky
580,Radcliff,US,37.8404,-85.9491,82.81,79,1,1.01,clear sky
581,Taoudenni,ML,22.6783,-3.9836,95.31,31,46,9.91,scattered clouds
582,Sampit,ID,-2.5333,112.95,85.73,64,75,3.78,broken clouds
583,Inuvik,CA,68.3499,-133.7218,67.21,57,90,4.61,overcast clouds
584,Bath,GB,51.3779,-2.3591,59.58,93,100,14.9,overcast clouds
585,Shizunai,JP,42.3339,142.3669,76.33,81,1,13.27,clear sky
586,Deputatskiy,RU,69.3,139.9,55.94,41,87,4.07,overcast clouds
587,Saint-Gilles,FR,43.6766,4.4302,71.74,83,0,2.3,clear sky
588,Numan,NG,9.4667,12.0333,74.12,92,100,4.09,light rain
589,Rafaela,AR,-31.2503,-61.4867,46.06,38,0,1.01,clear sky
590,Krasnyy Yar,RU,46.5331,48.3456,66.13,50,5,5.1,clear sky
591,Quatre Cocos,MU,-20.2078,57.7625,69.91,73,98,21.18,light rain
592,Jega,NG,12.2175,4.3792,75.69,85,24,7.45,few clouds
593,Kibungo,RW,-2.1597,30.5427,67.12,54,15,1.59,few clouds
594,Bjerkvik,NO,68.5597,17.5189,54.99,76,100,3.51,overcast clouds
595,Panguna,PG,-6.3164,155.4848,81.32,63,49,2.93,light rain
596,Padang,ID,-0.9492,100.3543,75.25,64,100,0.89,overcast clouds
597,Anadyr,RU,64.75,177.4833,41.5,87,75,17.9,light intensity shower rain
598,Balakhta,RU,55.38,91.6,62.64,63,100,4.07,overcast clouds
599,Asyut,EG,27.181,31.1837,80.78,25,95,5.28,overcast clouds
600,Murray Bridge,AU,-35.1167,139.2667,66.13,49,77,17.34,broken clouds
601,Stromness,GB,58.965,-3.296,55.65,95,100,13.38,overcast clouds
602,Elko,US,41.0002,-115.5012,80.64,28,55,4.0,broken clouds
603,Mazamet,FR,43.49,2.373,71.08,88,100,3.44,overcast clouds
604,Toktogul,KG,41.8708,72.9402,74.64,44,71,1.86,broken clouds
605,Coolum Beach,AU,-26.5333,153.1,70.11,60,5,1.01,clear sky
606,Sassandra,CI,4.95,-6.0833,73.74,91,86,4.18,overcast clouds
607,Chilca,PE,-12.5211,-76.7372,60.96,86,97,5.59,overcast clouds
608,Dingle,PH,10.9995,122.6711,87.48,65,60,13.22,broken clouds
609,Nemuro,JP,43.3236,145.575,77.43,95,93,10.2,overcast clouds
610,Pyapon,MM,16.2833,95.6833,83.66,80,69,13.06,broken clouds
611,Oranjemund,NA,-28.55,16.4333,55.18,58,0,5.5,clear sky
612,Valenca,BR,-13.3703,-39.0731,70.72,97,31,1.72,scattered clouds
613,Port Hedland,AU,-20.3167,118.5667,75.25,57,75,10.36,broken clouds
614,Bihac,BA,44.8169,15.8708,68.74,54,0,3.65,clear sky
615,Puerto Madryn,AR,-42.7692,-65.0385,55.49,39,2,17.4,clear sky
616,Lusaka,ZM,-15.4067,28.2871,52.92,58,23,5.08,few clouds
617,Aykhal,RU,66.0,111.5,73.98,33,99,7.54,overcast clouds
618,Almaznyy,RU,48.0448,40.045,64.54,71,80,7.31,broken clouds
619,Valparaiso,CL,-33.0393,-71.6273,50.47,83,20,5.75,few clouds
620,Oltu,TR,40.5498,42.0013,60.8,93,79,2.3,broken clouds
621,Verkhnevilyuysk,RU,63.4453,120.3167,72.95,33,77,3.4,broken clouds
622,Borgarnes,IS,64.5383,-21.9206,61.99,86,100,8.46,overcast clouds
623,Plouzane,FR,48.3833,-4.6167,59.05,83,75,12.66,broken clouds
624,Puerto Lopez,CO,4.0845,-72.956,73.04,90,12,3.31,few clouds
625,Cozumel,MX,20.5083,-86.9458,86.11,87,40,5.01,scattered clouds
626,Kisangani,CD,0.5167,25.2,69.4,84,55,1.07,broken clouds
627,Praya,CV,14.9215,-23.5087,77.54,73,75,11.5,broken clouds
628,Mombasa,KE,-4.0547,39.6636,72.01,88,20,6.91,few clouds
629,Shieli,KZ,44.1667,66.75,74.88,36,0,7.4,clear sky
630,Sarh,TD,9.1429,18.3923,76.91,88,40,0.0,thunderstorm with light rain
631,Semnan,IR,35.5729,53.3971,75.42,52,46,5.48,scattered clouds
632,Redcliffe,AU,-27.2307,153.0973,72.46,49,0,8.05,clear sky
633,San Ramon,US,37.7799,-121.978,97.81,44,1,8.01,clear sky
634,Cabatuan,PH,10.8794,122.486,87.03,65,62,11.3,broken clouds
635,Kigoma,TZ,-4.8769,29.6267,72.66,62,8,2.51,clear sky
636,Linjiang,CN,41.8069,126.9078,89.64,58,45,1.14,scattered clouds
637,Betsiamites,CA,48.9413,-68.646,66.6,88,100,9.1,overcast clouds
638,Leshukonskoye,RU,64.8989,45.7622,47.55,82,99,4.0,overcast clouds
639,Praia,CV,14.9215,-23.5087,77.54,73,75,11.5,broken clouds
640,Samarinda,ID,-0.5,117.15,87.03,63,87,3.98,overcast clouds
641,Bainbridge,US,47.6262,-122.5212,93.29,48,1,7.0,clear sky
642,Kudahuvadhoo,MV,2.6708,72.8944,81.72,72,88,3.51,overcast clouds
643,Iracoubo,GF,5.4802,-53.2011,77.52,86,3,5.5,clear sky
644,Tecoanapa,MX,16.5167,-98.75,80.71,79,100,2.71,overcast clouds
645,Zharkent,KZ,44.1628,80.0,77.5,43,100,1.68,light rain
646,Rohtak,IN,28.9,76.5667,80.69,77,64,6.15,broken clouds
647,Vao,NC,-22.6667,167.4833,71.35,70,2,20.04,clear sky
648,Kediri,ID,-7.8167,112.0167,83.35,65,53,9.53,broken clouds
649,Nuuk,GL,64.1835,-51.7216,47.01,87,1,8.05,clear sky
650,Cheyenne,US,41.14,-104.8203,83.23,48,1,13.8,clear sky
651,Jutai,BR,-5.1833,-68.9,69.13,62,94,3.29,overcast clouds
652,Novobirilyussy,RU,56.9514,90.6661,64.85,50,100,2.89,overcast clouds
653,Kasempa,ZM,-13.4584,25.8338,52.86,58,8,6.13,clear sky
654,Palana,RU,59.1167,159.9667,47.08,71,8,12.88,clear sky
655,Angoche,MZ,-16.2325,39.9086,69.87,74,1,10.04,clear sky
656,Bouake,CI,7.6895,-5.0218,75.31,94,40,9.22,scattered clouds
657,Shubarshi,KZ,48.5872,57.1869,68.97,36,100,5.66,overcast clouds
658,Najran,SA,17.4924,44.1277,83.05,50,17,8.79,few clouds
659,Dryden,CA,49.7833,-92.7503,66.49,42,1,4.61,clear sky
660,Managua,NI,12.1328,-86.2504,80.31,76,1,10.51,clear sky
661,Zabaykalsk,RU,49.6333,117.3167,68.13,83,100,6.89,overcast clouds
662,Shirokiy,RU,49.758,129.523,78.39,71,24,8.08,few clouds
663,Joshimath,IN,30.5667,79.5667,73.17,84,99,0.49,overcast clouds
664,Pidhorodne,UA,48.5753,35.1068,70.84,91,24,5.7,few clouds
665,Leh,IN,34.1667,77.5833,60.91,67,96,2.89,overcast clouds
666,Plettenberg Bay,ZA,-34.0527,23.3716,53.65,71,7,4.23,clear sky
667,Ulaanbaatar,MN,47.9077,106.8832,60.93,67,20,11.18,few clouds
668,Mwinilunga,ZM,-11.7358,24.4293,50.5,45,1,4.92,clear sky
669,Saint-Leu,RE,-21.15,55.2833,67.06,73,28,4.94,scattered clouds
670,Beloha,MG,-25.1667,45.05,64.31,76,8,4.61,clear sky
671,Cascais,PT,38.6979,-9.4215,65.46,76,0,15.99,clear sky
672,Mackay,AU,-21.15,149.2,74.68,73,90,13.8,overcast clouds
673,Carutapera,BR,-1.195,-46.02,75.47,93,29,6.02,scattered clouds
674,Bereda,ES,43.2686,-7.5406,60.01,100,6,1.79,clear sky
675,Halifax,CA,44.6453,-63.5724,64.45,85,75,1.99,broken clouds
676,Raudeberg,NO,61.9875,5.1352,59.67,93,79,17.0,broken clouds
677,Pontianak,ID,-0.0333,109.3333,78.78,94,40,5.75,light rain
678,Longyearbyen,SJ,78.2186,15.6401,42.64,81,75,3.44,light rain
679,Ginda,IN,30.6945,78.4932,68.81,82,89,0.02,overcast clouds
680,Umea,SE,63.8284,20.2597,62.91,94,20,9.22,few clouds
