City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Shuangyashan,CN,2021-07-27 12:54:57,46.6361,131.1539,82.31,53,98,3.98
297,San Policarpo,PH,2021-07-27 12:54:57,12.1791,125.5072,83.16,74,100,7.72
298,Cedral,MX,2021-07-27 12:54:58,23.8,-100.7333,63.63,82,0,3.49
299,Ilhabela,BR,2021-07-27 12:54:58,-23.7781,-45.3581,80.73,39,0,6.85
300,Grand-Santi,GF,2021-07-27 12:54:59,4.25,-54.3833,83.95,65,2,3.2
301,Salinopolis,BR,2021-07-27 12:54:59,-0.6136,-47.3561,84.31,65,21,8.08
302,Vostok,RU,2021-07-27 12:54:59,46.4856,135.8833,74.16,77,100,3.58
303,Meulaboh,ID,2021-07-27 12:55:00,4.1363,96.1285,80.47,82,33,6.51
304,Olafsvik,IS,2021-07-27 12:55:00,64.8945,-23.7142,52.61,73,90,16.71
305,Suntar,RU,2021-07-27 12:55:01,62.1444,117.6319,74.1,68,0,5.68
306,Amapa,BR,2021-07-27 12:55:01,1.0,-52.0,82.99,64,0,2.91
307,Siniscola,IT,2021-07-27 12:55:01,40.5719,9.6922,94.55,53,77,9.19
308,Guantanamo,CU,2021-07-27 12:55:02,20.1444,-75.2092,79.47,66,92,2.75
309,Lianzhou,CN,2021-07-27 12:55:03,24.7811,112.3825,82.99,71,38,1.77
310,Calvinia,ZA,2021-07-27 12:55:03,-31.4707,19.776,63.07,33,0,19.3
311,Lima,PE,2021-07-27 12:53:23,-12.0432,-77.0282,62.91,90,90,4.61
312,Langsa,ID,2021-07-27 12:55:04,4.4683,97.9683,77.27,91,76,0.51
313,Ilebo,CD,2021-07-27 12:55:04,-4.3167,20.5833,96.85,13,100,3.62
314,Taoudenni,ML,2021-07-27 12:55:05,22.6783,-3.9836,113.59,5,4,1.16
315,Cherskiy,RU,2021-07-27 12:55:05,68.75,161.3,34.09,94,61,17.6
316,Qui Nhon,VN,2021-07-27 12:55:05,13.7667,109.2333,85.68,68,100,12.95
317,Luanda,AO,2021-07-27 12:54:10,-8.8368,13.2343,77.0,69,20,8.05
318,Ghogha,IN,2021-07-27 12:55:06,21.6833,72.2833,87.91,66,90,9.22
319,Bandar-E Lengeh,IR,2021-07-27 12:55:07,26.5579,54.8807,102.31,56,16,16.11
320,Namatanai,PG,2021-07-27 12:55:07,-3.6667,152.4333,79.74,81,53,7.52
321,Lazaro Cardenas,MX,2021-07-27 12:55:07,17.9583,-102.2,78.31,85,100,4.97
322,Constitucion,CL,2021-07-27 12:50:56,-35.3333,-72.4167,42.84,66,0,7.54
323,Wexford,IE,2021-07-27 12:55:08,52.3342,-6.4575,64.62,84,100,11.97
324,Margate,GB,2021-07-27 12:55:08,51.3813,1.3862,71.85,71,100,4.0
325,Cabra,ES,2021-07-27 12:55:09,37.4725,-4.4421,93.65,35,0,1.01
326,Fortuna,US,2021-07-27 12:55:09,40.5982,-124.1573,63.19,95,90,1.99
327,Lavrentiya,RU,2021-07-27 12:55:09,65.5833,-171.0,43.39,99,100,4.54
328,Rincon,US,2021-07-27 12:55:10,32.296,-81.2354,82.26,94,90,12.66
329,Concord,US,2021-07-27 12:50:16,37.978,-122.0311,65.89,76,1,0.0
330,Batagay-Alyta,RU,2021-07-27 12:55:10,67.8006,130.4114,52.11,61,100,11.07
331,Barcelos,PT,2021-07-27 12:55:11,41.5388,-8.6151,75.69,46,9,12.5
332,Gobabis,NA,2021-07-27 12:55:11,-22.45,18.9667,66.58,19,0,8.03
333,Kyra,RU,2021-07-27 12:55:12,49.5776,111.9753,59.41,82,39,2.13
334,Ipora,BR,2021-07-27 12:55:12,-16.4419,-51.1178,79.0,29,5,4.83
335,Chumikan,RU,2021-07-27 12:55:12,54.7183,135.315,66.72,63,100,2.06
336,Harlingen,US,2021-07-27 12:53:33,26.1906,-97.6961,80.33,98,15,2.35
337,Ubrique,ES,2021-07-27 12:55:13,36.6778,-5.446,91.38,28,0,6.11
338,Porto Belo,BR,2021-07-27 12:55:13,-27.1578,-48.5531,67.15,81,100,5.48
339,Phoenix,US,2021-07-27 12:55:06,33.4484,-112.074,84.42,56,20,4.61
340,Kudahuvadhoo,MV,2021-07-27 12:55:14,2.6708,72.8944,81.86,76,100,9.6
341,Bonavista,CA,2021-07-27 12:55:14,48.6499,-53.1147,63.12,97,100,17.02
342,Bengkulu,ID,2021-07-27 12:55:15,-3.8004,102.2655,78.91,76,1,7.31
343,Akom,CM,2021-07-27 12:55:15,2.6678,12.7109,77.52,60,98,3.8
344,Nouakchott,MR,2021-07-27 12:52:19,18.0858,-15.9785,80.53,75,36,13.4
345,Nome,US,2021-07-27 12:55:16,64.5011,-165.4064,49.15,97,100,14.03
346,Berbera,SO,2021-07-27 12:55:16,10.4396,45.0143,90.55,49,68,11.83
347,Grand Gaube,MU,2021-07-27 12:55:16,-20.0064,57.6608,72.37,71,32,7.0
348,Flinders,AU,2021-07-27 12:55:17,-34.5833,150.8552,58.21,71,100,5.01
349,Manhattan,US,2021-07-27 12:53:56,40.7834,-73.9662,82.94,63,1,0.0
350,Buzmeyin,TM,2021-07-27 12:55:18,38.0507,58.2056,101.93,12,0,9.22
351,Noumea,NC,2021-07-27 12:55:18,-22.2763,166.4572,62.58,68,0,8.05
352,Bambous Virieux,MU,2021-07-27 12:55:18,-20.3428,57.7575,72.21,73,75,12.66
353,Razdolnoye,RU,2021-07-27 12:55:19,43.55,131.9167,77.41,94,93,6.2
354,Yar-Sale,RU,2021-07-27 12:55:19,66.8333,70.8333,59.02,51,8,10.71
355,Luganville,VU,2021-07-27 12:55:19,-15.5333,167.1667,76.55,87,100,14.16
356,Batticaloa,LK,2021-07-27 12:55:20,7.7102,81.6924,86.97,64,50,3.98
357,Zorritos,PE,2021-07-27 12:55:20,-3.6805,-80.6782,73.85,79,58,5.17
358,Itoman,JP,2021-07-27 12:55:21,26.1247,127.6694,82.42,86,40,10.36
359,Isiro,CD,2021-07-27 12:55:21,2.7739,27.616,77.9,71,30,2.77
360,Kaitangata,NZ,2021-07-27 12:55:21,-46.2817,169.8464,44.92,71,81,5.3
361,College,US,2021-07-27 12:55:22,64.8569,-147.8028,57.18,83,20,5.75
362,Puerto Del Rosario,ES,2021-07-27 12:55:22,28.5004,-13.8627,76.75,69,40,23.02
363,Nhulunbuy,AU,2021-07-27 12:55:23,-12.2333,136.7667,75.81,83,16,4.61
364,Kaoma,ZM,2021-07-27 12:55:23,-14.7833,24.8,75.36,19,98,9.78
365,Biltine,TD,2021-07-27 12:55:24,14.5333,20.9167,88.39,40,100,9.08
366,Upernavik,GL,2021-07-27 12:55:24,72.7868,-56.1549,45.9,87,100,5.39
367,Takoradi,GH,2021-07-27 12:55:24,4.8845,-1.7554,80.83,65,100,10.6
368,Nishihara,JP,2021-07-27 12:55:25,26.1842,127.7558,81.68,88,75,12.66
369,Kununurra,AU,2021-07-27 12:54:36,-15.7667,128.7333,76.98,65,82,8.05
370,Tres Picos,MX,2021-07-27 12:51:19,15.8667,-93.5333,77.67,85,22,3.78
371,Kon Tum,VN,2021-07-27 12:55:26,14.35,108.0,72.66,97,99,2.82
372,Cuenca,EC,2021-07-27 12:50:31,-2.8833,-78.9833,46.53,93,40,0.0
373,Ambulu,ID,2021-07-27 12:55:26,-8.345,113.6058,73.38,89,35,2.62
374,Raga,SS,2021-07-27 12:55:27,8.4596,25.678,76.66,86,94,3.58
375,Neustrelitz,DE,2021-07-27 12:55:27,53.3667,13.0833,74.91,60,100,8.37
376,Faridpur,BD,2021-07-27 12:55:27,23.6,89.8333,86.0,86,100,13.2
377,Calabozo,VE,2021-07-27 12:55:28,8.9242,-67.4293,79.07,81,56,3.71
378,Kyzyl,RU,2021-07-27 12:55:28,51.7,94.45,75.74,52,92,6.67
379,Manggar,ID,2021-07-27 12:55:29,-2.8833,108.2667,81.68,70,97,11.56
380,Venado Tuerto,AR,2021-07-27 12:55:29,-33.7456,-61.9688,37.78,34,0,17.87
381,Osoyoos,CA,2021-07-27 12:55:30,49.0331,-119.4524,72.01,49,100,4.61
382,Keti Bandar,PK,2021-07-27 12:55:30,24.1447,67.4497,84.0,80,100,25.72
383,Alexandria,EG,2021-07-27 12:50:39,31.2156,29.9553,88.34,51,0,12.66
384,Ponta Do Sol,PT,2021-07-27 12:55:30,32.6667,-17.1,79.72,67,0,1.34
385,Yulara,AU,2021-07-27 12:51:36,-25.2406,130.9889,69.64,26,90,6.91
386,Karatau,KZ,2021-07-27 12:55:31,43.1667,70.4667,89.6,15,0,17.83
387,Pisco,PE,2021-07-27 12:55:31,-13.7,-76.2167,60.03,94,75,4.61
388,Mascota,MX,2021-07-27 12:55:32,20.5167,-104.7833,61.48,83,99,2.98
389,Coquimbo,CL,2021-07-27 12:50:46,-29.9533,-71.3436,46.13,76,0,6.91
390,Kysyl-Syr,RU,2021-07-27 12:55:32,63.8986,122.7617,62.82,57,73,5.03
391,Caraballeda,VE,2021-07-27 12:55:33,10.6112,-66.8522,87.85,75,75,3.44
392,Banikoara,BJ,2021-07-27 12:55:33,11.2985,2.4386,77.97,76,100,8.72
393,Cienaga,CO,2021-07-27 12:55:34,11.007,-74.2476,78.94,76,82,4.68
394,Sarakhs,IR,2021-07-27 12:51:01,36.5449,61.1577,102.34,11,0,11.5
395,Sydney,AU,2021-07-27 12:52:58,-33.8679,151.2073,59.05,68,0,5.01
396,Inuvik,CA,2021-07-27 12:55:34,68.3499,-133.7218,54.46,87,75,6.91
397,Kirakira,SB,2021-07-27 12:55:35,-10.4544,161.9205,78.51,84,41,8.93
398,Pochutla,MX,2021-07-27 12:55:35,15.7432,-96.4661,75.81,89,100,4.85
399,Presidencia Roque Saenz Pena,AR,2021-07-27 12:55:36,-26.7852,-60.4388,54.66,33,5,13.35
400,Havelock,US,2021-07-27 12:55:36,34.8791,-76.9013,82.94,89,89,5.1
401,Copiapo,CL,2021-07-27 12:55:37,-27.3667,-70.3333,44.29,39,0,1.01
402,Balykshi,KZ,2021-07-27 12:55:37,47.0667,51.8667,89.6,15,0,15.66
403,The Valley,AI,2021-07-27 12:55:37,18.217,-63.0578,84.09,74,20,13.8
404,Jambi,ID,2021-07-27 12:55:38,-1.6,103.6167,77.67,65,6,2.37
405,Embonas,GR,2021-07-27 12:55:38,36.2269,27.8564,87.93,43,0,10.0
406,Lyubech,UA,2021-07-27 12:55:39,51.7026,30.6569,86.72,35,52,12.01
407,Lake Havasu City,US,2021-07-27 12:55:39,34.4839,-114.3224,87.22,44,1,1.01
408,Saint-Pierre,RE,2021-07-27 12:55:39,-21.3393,55.4781,73.04,69,75,17.27
409,Alice Springs,AU,2021-07-27 12:55:40,-23.7,133.8833,74.75,29,75,9.22
410,Tiznit,MA,2021-07-27 12:55:40,29.5833,-9.5,88.03,34,0,9.19
411,Gauribidanur,IN,2021-07-27 12:55:41,13.6111,77.5167,82.92,59,100,14.45
412,Pallasovka,RU,2021-07-27 12:55:41,50.05,46.8833,85.69,23,49,9.28
413,Taitung,TW,2021-07-27 12:55:41,22.7583,121.1444,84.47,70,75,2.3
414,Kano,NG,2021-07-27 12:55:42,12.0001,8.5167,80.49,74,75,11.5
415,Atar,MR,2021-07-27 12:55:42,20.5169,-13.0499,104.7,13,0,7.11
416,Damghan,IR,2021-07-27 12:55:43,36.1683,54.348,93.33,26,79,9.89
417,Byron Bay,AU,2021-07-27 12:55:43,-28.65,153.6167,60.75,77,0,10.71
418,Geraldton,AU,2021-07-27 12:55:43,-28.7667,114.6,62.13,67,90,9.22
419,Chicama,PE,2021-07-27 12:55:44,-7.8447,-79.1469,63.14,82,48,4.14
420,Betanzos,ES,2021-07-27 12:55:44,43.2804,-8.2147,75.9,69,40,4.0
421,Inhambane,MZ,2021-07-27 12:55:45,-23.865,35.3833,73.38,53,40,8.99
422,Kiama,AU,2021-07-27 12:55:45,-34.6833,150.8667,56.37,71,100,10.96
423,Half Moon Bay,US,2021-07-27 12:55:45,37.4636,-122.4286,66.63,88,1,0.0
424,Ampanihy,MG,2021-07-27 12:55:46,-24.7,44.75,68.02,52,97,17.45
425,Key Largo,US,2021-07-27 12:55:46,25.0865,-80.4473,88.02,70,100,6.08
426,Nizwa,OM,2021-07-27 12:55:47,22.9333,57.5333,105.73,20,100,11.12
427,Bougouni,ML,2021-07-27 12:55:47,11.417,-7.479,86.65,56,100,5.5
428,Kroya,ID,2021-07-27 12:55:48,-7.6331,109.2461,76.55,80,19,5.1
429,Ridgecrest,US,2021-07-27 12:52:02,35.6225,-117.6709,71.42,78,1,6.91
430,Shaunavon,CA,2021-07-27 12:55:48,49.6501,-108.4181,67.78,42,61,7.4
431,Erzin,TR,2021-07-27 12:55:49,36.9559,36.2,100.92,43,0,11.61
432,Along,IN,2021-07-27 12:55:49,28.1667,94.7667,77.34,95,86,1.25
433,Karlovac,HR,2021-07-27 12:55:49,45.4872,15.5478,88.09,56,96,1.99
434,Dondo,MZ,2021-07-27 12:55:50,-19.6094,34.7431,71.11,64,83,9.98
435,Hokitika,NZ,2021-07-27 12:55:50,-42.7167,170.9667,46.58,87,53,3.02
436,Jerusalem,IL,2021-07-27 12:54:29,31.769,35.2163,85.71,50,0,11.01
437,Cap Malheureux,MU,2021-07-27 12:55:51,-19.9842,57.6142,72.46,71,29,7.0
438,Kuah,MY,2021-07-27 12:55:51,6.3265,99.8432,85.98,79,20,5.75
439,Deputatskiy,RU,2021-07-27 12:55:52,69.3,139.9,39.74,75,63,5.99
440,Batamshinskiy,KZ,2021-07-27 12:55:52,50.5594,58.2747,75.18,31,65,6.55
441,Beian,NO,2021-07-27 12:55:53,63.6559,9.5683,81.68,47,20,11.5
442,Suez,EG,2021-07-27 12:55:53,29.9737,32.5263,99.86,20,0,11.39
443,Vilyuysk,RU,2021-07-27 12:55:54,63.7553,121.6247,65.75,58,58,5.06
444,Faya,SA,2021-07-27 12:55:54,18.3851,42.4509,71.71,64,97,11.59
445,Plettenberg Bay,ZA,2021-07-27 12:55:54,-34.0527,23.3716,70.86,48,0,6.22
446,Elban,RU,2021-07-27 12:55:55,50.1018,136.5094,71.17,94,100,7.49
447,Oussouye,SN,2021-07-27 12:55:55,12.485,-16.5469,87.89,59,61,6.38
448,Issoudun,FR,2021-07-27 12:55:55,47.0,1.8333,67.91,82,90,8.05
449,Palafrugell,ES,2021-07-27 12:55:56,41.9174,3.1631,97.14,50,36,5.01
450,Tobol,KZ,2021-07-27 12:55:56,52.6844,62.5794,73.56,32,6,13.38
451,Hami,CN,2021-07-27 12:55:57,42.8,93.45,97.16,11,6,13.62
452,Sao Filipe,CV,2021-07-27 12:55:57,14.8961,-24.4956,74.89,81,99,7.47
453,Ust-Kuyga,RU,2021-07-27 12:55:57,70.0167,135.6,47.55,62,6,13.56
454,Ulladulla,AU,2021-07-27 12:55:58,-35.35,150.4667,46.09,65,100,12.01
455,Hwange,ZW,2021-07-27 12:55:58,-18.3693,26.5019,73.15,28,0,7.0
456,Isangel,VU,2021-07-27 12:55:59,-19.55,169.2667,70.63,68,30,11.9
457,Praia,CV,2021-07-27 12:55:59,14.9215,-23.5087,78.78,70,67,7.87
458,Kirchhundem,DE,2021-07-27 12:55:59,51.1,8.1,73.83,27,100,8.97
459,Taperoa,BR,2021-07-27 12:56:00,-7.2075,-36.8267,81.81,46,3,15.32
460,Schwanewede,DE,2021-07-27 12:56:00,53.2333,8.6,76.03,63,100,1.01
461,Wewak,PG,2021-07-27 12:56:01,-3.5534,143.6268,80.44,85,59,9.35
462,Killarney,IE,2021-07-27 12:56:01,52.05,-9.5167,64.45,68,20,8.05
463,Cabedelo,BR,2021-07-27 12:56:01,-6.9811,-34.8339,79.47,77,39,14.07
464,Soyo,AO,2021-07-27 12:56:02,-6.1349,12.3689,82.45,66,87,11.43
465,Nampa,US,2021-07-27 12:54:43,43.5407,-116.5635,79.41,61,1,0.0
466,Lahaina,US,2021-07-27 12:56:02,20.8783,-156.6825,77.81,89,62,11.05
467,Nsanje,MW,2021-07-27 12:56:03,-16.92,35.262,75.67,44,97,5.41
468,Mirnyy,RU,2021-07-27 12:56:03,62.5353,113.9611,75.67,54,78,2.51
469,Kargat,RU,2021-07-27 12:56:03,55.1956,80.2811,62.91,58,100,4.74
470,Ust-Kan,RU,2021-07-27 12:56:04,50.9276,84.761,53.94,97,100,4.79
471,Togur,RU,2021-07-27 12:56:04,58.3631,82.8265,60.28,61,84,5.39
472,Mehran,IR,2021-07-27 12:56:05,33.1222,46.1646,117.88,6,0,16.06
473,Poronaysk,RU,2021-07-27 12:56:05,49.2167,143.1167,61.43,98,100,3.98
474,Talnakh,RU,2021-07-27 12:56:05,69.4865,88.3972,79.92,49,100,11.14
475,Ushtobe,KZ,2021-07-27 12:56:06,45.2514,77.9838,87.69,25,0,15.64
476,Porto Novo,BJ,2021-07-27 12:56:06,6.4965,2.6036,78.62,54,100,12.93
477,Chumphon,TH,2021-07-27 12:56:06,10.3333,98.8333,81.37,92,77,7.29
478,Homa Bay,KE,2021-07-27 12:56:07,-0.5273,34.4571,78.48,54,100,11.43
479,Nago,JP,2021-07-27 12:56:07,26.5881,127.9761,82.47,93,78,14.03
480,Chardara,KZ,2021-07-27 12:56:08,41.2547,67.9692,95.38,16,0,24.14
481,Hobyo,SO,2021-07-27 12:56:08,5.3505,48.5268,81.77,66,98,26.78
482,Berlevag,NO,2021-07-27 12:56:08,70.8578,29.0864,53.94,83,45,11.54
483,Lebedinyy,RU,2021-07-27 12:56:09,58.5167,125.5167,62.6,80,72,1.41
484,Beipiao,CN,2021-07-27 12:56:09,41.7919,120.7792,75.7,76,100,1.34
485,Morganton,US,2021-07-27 12:56:09,35.7454,-81.6848,79.65,95,40,1.99
486,Marsh Harbour,BS,2021-07-27 12:56:10,26.5412,-77.0636,83.48,71,49,6.42
487,Trincomalee,LK,2021-07-27 12:56:10,8.5711,81.2335,86.14,66,100,18.25
488,Santa Isabel Do Rio Negro,BR,2021-07-27 12:56:11,-0.4139,-65.0192,79.63,75,93,1.77
489,Monrovia,LR,2021-07-27 12:51:26,6.3005,-10.7969,79.03,78,85,15.14
490,Tessalit,ML,2021-07-27 12:56:11,20.1986,1.0114,102.65,21,9,6.04
491,Komsomolskiy,UZ,2021-07-27 12:56:12,40.4272,71.7189,95.72,21,0,13.8
492,Nuuk,GL,2021-07-27 12:56:12,64.1835,-51.7216,49.86,80,100,18.21
493,Ambagarh Chauki,IN,2021-07-27 12:56:13,20.7833,80.7167,79.57,76,100,11.43
494,Berezovka,BY,2021-07-27 12:56:13,53.7214,25.4993,80.11,62,97,7.72
495,Chapais,CA,2021-07-27 12:56:13,49.7834,-74.8492,51.58,66,12,7.16
496,Kurilsk,RU,2021-07-27 12:56:14,45.2333,147.8833,64.22,97,100,5.23
497,Kuching,MY,2021-07-27 12:56:14,1.55,110.3333,84.42,79,40,4.61
498,Utena,LT,2021-07-27 12:56:15,55.5,25.6,80.17,58,99,13.94
499,New Smyrna Beach,US,2021-07-27 12:56:15,29.0258,-80.927,84.11,83,1,8.05
500,Baturite,BR,2021-07-27 12:56:15,-4.3286,-38.8847,84.34,47,47,8.79
501,Sikasso,ML,2021-07-27 12:56:16,10.9167,-7.0,87.67,54,100,5.53
502,Winneba,GH,2021-07-27 12:56:16,5.3511,-0.6231,81.07,64,100,12.88
503,Neuquen,AR,2021-07-27 12:56:16,-38.9516,-68.0591,35.49,75,0,8.05
504,Sept-Iles,CA,2021-07-27 12:55:09,50.2001,-66.3821,63.12,93,90,1.99
505,Ayabaca,PE,2021-07-27 12:56:17,-4.6398,-79.7149,52.29,70,10,3.42
506,Ambanja,MG,2021-07-27 12:54:19,-13.6833,48.45,84.13,58,6,8.14
507,Yantarnyy,RU,2021-07-27 12:56:18,54.8717,19.9381,73.26,76,6,8.7
508,Cam Ranh,VN,2021-07-27 12:56:18,11.9214,109.1591,87.76,66,40,5.75
509,Dunmore Town,BS,2021-07-27 12:56:18,25.5,-76.65,82.76,75,37,7.27
510,Ossora,RU,2021-07-27 12:56:19,59.2353,163.0719,57.16,74,100,7.96
511,Nizhnyaya Tavda,RU,2021-07-27 12:56:19,57.6731,66.1725,59.18,90,100,7.4
512,Talakan,RU,2021-07-27 12:56:20,50.3167,130.3667,71.53,97,100,3.53
513,Marystown,CA,2021-07-27 12:56:20,47.1666,-55.1483,64.85,100,100,1.01
514,Avezzano,IT,2021-07-27 12:56:20,42.0402,13.4388,93.72,16,96,11.5
515,Puerto Leguizamo,CO,2021-07-27 12:56:21,-0.1934,-74.7819,72.72,94,84,0.85
516,Roma,US,2021-07-27 12:55:05,43.2128,-75.4557,76.41,80,0,2.26
517,Sijunjung,ID,2021-07-27 12:56:21,-0.6876,100.9537,75.02,90,27,2.1
518,Churapcha,RU,2021-07-27 12:56:22,62.0025,132.4325,61.77,56,0,7.23
519,Godo,JP,2021-07-27 12:56:22,35.4167,136.6,85.14,92,97,2.93
520,Ixtapa,MX,2021-07-27 12:56:22,20.7,-105.2,73.54,76,31,4.29
521,Ingham,US,2021-07-27 12:56:23,42.6,-84.3833,74.05,80,1,5.75
522,San Cristobal,VE,2021-07-27 12:56:23,7.7669,-72.225,66.38,99,100,3.44
523,Wanning,CN,2021-07-27 12:56:23,18.8003,110.3967,84.76,79,99,3.6
524,Dali,CN,2021-07-27 12:56:24,25.7,100.1833,66.43,85,82,2.35
525,Svetlaya,RU,2021-07-27 12:56:24,46.5389,138.3297,68.76,96,100,1.77
526,Matale,LK,2021-07-27 12:56:25,7.4721,80.6234,75.27,87,100,6.38
527,Kailua,US,2021-07-27 12:54:21,21.4022,-157.7394,78.03,73,1,9.22
528,Nandikotkur,IN,2021-07-27 12:56:25,15.8667,78.2667,87.8,50,95,19.22
529,Rocha,UY,2021-07-27 12:56:26,-34.4833,-54.3333,43.92,57,4,16.69
530,Vardo,NO,2021-07-27 12:56:26,70.3705,31.1107,59.2,86,6,13.09
531,Tautira,PF,2021-07-27 12:56:26,-17.7333,-149.15,73.42,78,13,11.41
532,Verkhoyansk,RU,2021-07-27 12:56:27,67.5447,133.385,52.65,59,12,8.84
533,Pingxiang,CN,2021-07-27 12:56:27,27.6167,113.85,78.39,90,0,2.37
534,Padre Bernardo,BR,2021-07-27 12:56:28,-15.35,-48.5,77.95,27,72,4.76
535,Cockburn Town,TC,2021-07-27 12:56:28,21.4612,-71.1419,82.26,81,96,20.31
536,Andenes,NO,2021-07-27 12:56:28,69.3143,16.1194,67.46,100,90,6.91
537,Dukat,RU,2021-07-27 12:56:29,62.55,155.55,44.64,75,100,5.3
538,Bilma,NE,2021-07-27 12:56:29,18.6853,12.9164,100.74,27,20,2.64
539,Ihosy,MG,2021-07-27 12:56:30,-22.4,46.1167,63.9,55,50,15.57
540,Rochegda,RU,2021-07-27 12:56:30,62.8,43.25,67.23,34,21,12.57
541,Launceston,AU,2021-07-27 12:56:30,-41.45,147.1667,51.8,89,40,4.0
542,Sisimiut,GL,2021-07-27 12:56:31,66.9395,-53.6735,57.94,63,87,15.66
543,Ust-Nera,RU,2021-07-27 12:56:31,64.5667,143.2,50.22,87,100,6.96
544,Mareeba,AU,2021-07-27 12:56:32,-17.0,145.4333,66.92,90,96,2.55
545,Gat,IL,2021-07-27 12:56:04,31.61,34.7642,93.4,40,0,15.28
546,Kushima,JP,2021-07-27 12:56:32,31.4583,131.2333,82.44,89,0,2.93
547,Sola,VU,2021-07-27 12:56:33,-13.8833,167.55,80.08,77,100,20.0
